geography,indicator_id,note,publisher,source_id,tier,unit,value,workstream,year
US,ice_detainees_in_local_jails,About 1% of the jail population — and falling while ICE's own detained population hit records. The two systems barely touch in this series.,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,7000,W2,2023
US,bjs_probation_population,56.1% of everyone under correctional control — the largest component by far.,Bureau of Justice Statistics,inc_bjs_cpus23,A,adults on probation,3103400,W2,2023
US,bjs_parole_population,"Down from 878,700 in 2019, but that fall is substantially a California reporting failure: updated post-release community supervision counts have been unavailable since 2018.",Bureau of Justice Statistics,inc_bjs_cpus23,A,adults on parole,680400,W2,2023
US,bjs_prison_capacity_pct,"THE LAST YEAR BJS PUBLISHED THIS. 26 states at or above 100% — Alabama 175.7%, Illinois 164.1%, Nebraska 157.8%. 'Prisoners in 2019' and every edition since contain no capacity table at all.",Bureau of Justice Statistics,inc_bjs_p16,A,percent of lowest reported capacity,114.0,W2,2016
US,bjs_facilities_over_capacity,Holding 36.0% of all prisoners in confinement facilities. The most recent federal facility-capacity figure of any kind; the 2024 census is forthcoming.,Bureau of Justice Statistics,inc_bjs_facilities19,A,confinement facilities operating over capacity,292,W2,2019
US,bjs_jail_occupancy_pct,"Jails are collectively well UNDER capacity and have been since 2010 — beds grew 5% over the decade while occupancy fell from 84% to 73%. 12% of individual jurisdictions were over capacity, so crowding is a distribution problem, not a system-wide one.",Bureau of Justice Statistics,inc_bjs_ji23st,A,percent of rated jail capacity occupied,73.0,W2,2023
US,wpb_prison_rate_p100k,"Rank 4 in the world, behind El Salvador, Cuba and Turkmenistan. The US total on this basis includes local jails.",Bureau of Justice Statistics,inc_wpb_us,B,"prisoners per 100,000 population (World Prison Brief)",542,W2,2023
England,apms_psychotic_symptoms_pct,,Adult Psychiatric Morbidity Survey,an_apms_trends,A,percent of adults screening positive for a psychotic symptom in the past year,5.6,W2,2000
England,apms_psychotic_symptoms_pct,,Adult Psychiatric Morbidity Survey,an_apms_trends,A,percent of adults screening positive for a psychotic symptom in the past year,5.9,W2,2007
England,apms_psychotic_symptoms_pct,"Adjusted odds ratio 2014 against 2000: 1.20 (95% CI 1.02–1.40, p=0.026). The same study found antipsychotic prescribing roughly doubled over the period and raises measurement and medicalisation as partial explanations.",Adult Psychiatric Morbidity Survey,an_apms_trends,A,percent of adults screening positive for a psychotic symptom in the past year,6.8,W2,2014
US,chapman_places_haunted_pct,,Chapman University Survey of American Fears,an_chapman_2018,B,percent agreeing 'places can be haunted by spirits',46.6,W2,2016
US,chapman_places_haunted_pct,,Chapman University Survey of American Fears,an_chapman_2018,B,percent agreeing 'places can be haunted by spirits',52.3,W2,2017
US,chapman_places_haunted_pct,,Chapman University Survey of American Fears,an_chapman_2018,B,percent agreeing 'places can be haunted by spirits',57.7,W2,2018
US,chapman_places_haunted_pct,Fielded 5–15 January 2021. No paranormal battery has been published since.,Chapman University Survey of American Fears,an_chapman_2021,B,percent agreeing 'places can be haunted by spirits',52.7,W2,2021
US,aaro_uap_reports_received,,AARO / ODNI,an_odni_2022,A,UAP reports received by AARO in the reporting period,247,W2,2022
US,aaro_uap_reports_received,,AARO / ODNI,an_odni_2022,A,UAP reports received by AARO in the reporting period,291,W2,2023
US,aaro_uap_reports_received,Includes 272 back-reports of events from 2021–2022; 485 were in-period.,AARO / ODNI,an_aaro_fy24,A,UAP reports received by AARO in the reporting period,757,W2,2024
US,aaro_uap_reports_received,Includes 35 reports of events outside the period.,AARO / ODNI,an_aaro_fy25,A,UAP reports received by AARO in the reporting period,319,W2,2025
US,gallup_believe_ghosts_pct,,Gallup,an_gallup_2005,B,percent who believe ghosts exist,38,W2,2001
US,gallup_believe_ghosts_pct,,Gallup,an_gallup_2005,B,percent who believe ghosts exist,32,W2,2005
US,gallup_believe_ghosts_pct,Gallup's own summary: beliefs are 'largely unchanged' against 2001. The haunted-houses and ESP items were dropped from the 2025 battery.,Gallup,an_gallup_2025,B,percent who believe ghosts exist,39,W2,2025
